title,first_author,year,primary_area,subcategory,opened_url,evidence_json
"Securing the Model Context Protocol (MCP): Risks, Controls, and Governance","Errico, Herman",2025,Harness,安全、权限与执行验证,https://arxiv.org/abs/2511.20920,evidence/370a6e2bf3a155acfc6e.json
TextArena,"Guertler, Leon",2025,Environment,具身、游戏与模拟环境,https://arxiv.org/abs/2504.11442,evidence/34e886c1b749424040a5.json
TextGames: Learning to Self-Play Text-Based Puzzle Games via Language Model Reasoning,"Hudi, Frederikus",2025,Environment,具身、游戏与模拟环境,https://arxiv.org/abs/2502.18431,evidence/c474661207c4a82cbcb6.json
V-GameGym: Visual Game Generation for Code Large Language Models,"Zhang, Wei",2025,Environment,环境生成与演化,https://arxiv.org/abs/2509.20136,evidence/f621f64ca669f96ce0e1.json
VideoGameBench: Can Vision-Language Models complete popular video games?,"Zhang, Alex L.",2025,Environment,交互环境与评测基准,https://arxiv.org/abs/2505.18134,evidence/e33fe34bb82c4323146c.json
Web World Models,"Feng, Jichen",2025,Environment,世界模型与模拟器,https://arxiv.org/abs/2512.23676,evidence/1916a9ccf2aad1e0c4de.json
WebDancer: Towards Autonomous Information Seeking Agency,"Wu, Jialong",2025,Agent,网页、桌面与移动智能体,https://arxiv.org/abs/2505.22648,evidence/319a659f5acdc53e5493.json
lmgame-Bench: How Good are LLMs at Playing Games?,"Hu, Lanxiang",2025,Environment,交互环境与评测基准,https://arxiv.org/abs/2505.15146,evidence/f95071fd1138ad0e99de.json
3D-VLA: A 3D Vision-Language-Action Generative World Model,"Zhen, Haoyu",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2403.09631,evidence/d7c8ba37ff983f8d2236.json
AutoCodeRover: Autonomous Program Improvement,"Zhang, Yuntong",2024,Harness,框架与运行编排,https://arxiv.org/abs/2404.05427,evidence/c5ec6c669bf4f6d4e0a9.json
AutoDev: Automated AI-Driven Development,"Tufano, Michele",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2403.08299,evidence/616dbdde22b990975bb0.json
Can Language Models Serve as Text-Based World Simulators?,Ruoyao Wang,2024,Environment,世界模型与模拟器,https://aclanthology.org/2024.acl-short.1/,evidence/0877bff7beecaeb8daab.json
CodexGraph: Bridging Large Language Models and Code Repositories via Code Graph Databases,"Liu, Xiangyan",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2408.03910,evidence/1f2f4679d8f443e26945.json
CoverUp: Effective High Coverage Test Generation for Python,"Pizzorno, Juan Altmayer",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2403.16218,evidence/7a6b9d16a91a6c804ade.json
Debating with More Persuasive LLMs Leads to More Truthful Answers,"Khan, Akbir",2024,Harness,多代理协作编排,https://arxiv.org/abs/2402.06782,evidence/8b662fa972ffb9e477e1.json
Debug like a Human: A Large Language Model Debugger via Verifying Runtime Execution Step-by-step,"Zhong, Li",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2402.16906,evidence/4c611f2850a70466102e.json
Diffusion Models Are Real-Time Game Engines,"Valevski, Dani",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2408.14837,evidence/685daea9619807697057.json
Diffusion for World Modeling: Visual Details Matter in Atari,"Alonso, Eloi",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2405.12399,evidence/8c60cc44559aa4c62d99.json
Frontier Models are Capable of In-context Scheming,"Meinke, Alexander",2024,Harness,安全、权限与执行验证,https://arxiv.org/abs/2412.04984,evidence/bcf3c227b9d76e611843.json
GAMEBoT: Transparent Assessment of LLM Reasoning in Games,"Lin, Wenye",2024,Environment,具身、游戏与模拟环境,https://arxiv.org/abs/2412.13602,evidence/a838f0a69d9b48c85ab4.json
GTBench: Uncovering the Strategic Reasoning Limitations of LLMs via Game-Theoretic Evaluations,"Duan, Jinhao",2024,Environment,交互环境与评测基准,https://arxiv.org/abs/2402.12348,evidence/4bd3a743d71179dabb34.json
GameArena: Evaluating LLM Reasoning through Live Computer Games,"Hu, Lanxiang",2024,Environment,交互环境与评测基准,https://arxiv.org/abs/2412.06394,evidence/51848161e44a3960be1b.json
GameGen-X: Interactive Open-world Game Video Generation,"Che, Haoxuan",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2411.00769,evidence/38b04da4f91adc6256ec.json
GenEx: Generating an Explorable World,"Lu, Taiming",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2412.09624,evidence/686c4f44ad5d4d3bdc43.json
GoEX: Perspectives and Designs Towards a Runtime for Autonomous LLM Applications,"Patil, Shishir G.",2024,Harness,框架与运行编排,https://arxiv.org/abs/2404.06921,evidence/049967ddc4f15e8ebe95.json
Hammer: Robust Function-Calling for On-Device Language Models via Function Masking,"Lin, Qiqiang",2024,Harness,工具调用与接口,https://arxiv.org/abs/2410.04587,evidence/d84f965160aa3303923e.json
LLMatDesign: Autonomous Materials Discovery with Large Language Models,"Jia, Shuyi",2024,Agent,科学与研究智能体,https://arxiv.org/abs/2406.13163,evidence/8c0c2a91068d2d5dd170.json
Lingma SWE-GPT: An Open Development-Process-Centric Language Model for Automated Software Improvement,"Ma, Yingwei",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2411.00622,evidence/695b82ff12ce2354fcd5.json
LlamaTouch: A Faithful and Scalable Testbed for Mobile UI Task Automation,"Zhang, Li",2024,Environment,环境变化与鲁棒性,https://arxiv.org/abs/2404.16054,evidence/b2843415a0d1554334c6.json
MatPilot: an LLM-enabled AI Materials Scientist under the Framework of Human-Machine Collaboration,"Ni, Ziqi",2024,Agent,科学与研究智能体,https://arxiv.org/abs/2411.08063,evidence/35d06eec863ddf898da5.json
Mokav: Execution-driven Differential Testing with LLMs,"Etemadi, Khashayar",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2406.10375,evidence/fe4595d4529819491049.json
Navigation World Models,"Bar, Amir",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2412.03572,evidence/16186221c31a97054da5.json
Pandora: Towards General World Model with Natural Language Actions and Video States,"Xiang, Jiannan",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2406.09455,evidence/f246aa9c8682966a4f3a.json
RLEF: Grounding Code LLMs in Execution Feedback with Reinforcement Learning,"Gehring, Jonas",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2410.02089,evidence/6fba0a1554b9319a26ed.json
RepoGraph: Enhancing AI Software Engineering with Repository-level Code Graph,"Ouyang, Siru",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2410.14684,evidence/0a3f5bcc769ee650985e.json
RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots,"Nasiriany, Soroush",2024,Environment,具身、游戏与模拟环境,https://arxiv.org/abs/2406.02523,evidence/684fe5d9f4931b1e89e4.json
SpecRover: Code Intent Extraction via LLMs,"Ruan, Haifeng",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2408.02232,evidence/a53a125594f991984f50.json
StarWhisper Telescope: An AI framework for automating end-to-end astronomical observations,"Wang, Cunshi",2024,Agent,科学与研究智能体,https://arxiv.org/abs/2412.06412,evidence/0f6058f4643b63ef96a9.json
The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,"Lu, Chris",2024,Agent,科学与研究智能体,https://arxiv.org/abs/2408.06292,evidence/395ebe20f9b0a821950a.json
The Matrix: Infinite-Horizon World Generation with Real-Time Moving Control,"Feng, Ruili",2024,Environment,世界模型与模拟器,https://arxiv.org/abs/2412.03568,evidence/66ad987b433e57e38253.json
Toward a Team of AI-made Scientists for Scientific Discovery from Gene Expression Data,"Liu, Haoyang",2024,Agent,科学与研究智能体,https://arxiv.org/abs/2402.12391,evidence/ddccc6c38364c0469020.json
You Can REST Now: Automated REST API Documentation and Testing via LLM-Assisted Request Mutations,"Decrop, Alix",2024,Agent,软件工程与代码智能体,https://arxiv.org/abs/2402.05102,evidence/0eaf8199f0f759979e39.json
Android in the Wild: A Large-Scale Dataset for Android Device Control,"Rawles, Christopher",2023,Environment,交互环境与评测基准,https://arxiv.org/abs/2307.10088,evidence/fb43d11dc82c67eca334.json
AutoDroid: LLM-powered Task Automation in Android,"Wen, Hao",2023,Agent,网页、桌面与移动智能体,https://arxiv.org/abs/2308.15272,evidence/0dd34d2d7793b1047e95.json
Avalon's Game of Thoughts: Battle Against Deception through Recursive Contemplation,"Wang, Shenzhi",2023,Agent,通用与多代理方法,https://arxiv.org/abs/2310.01320,evidence/e06a390dbe83e798d058.json
AvalonBench: Evaluating LLMs Playing the Game of Avalon,"Light, Jonathan",2023,Environment,交互环境与评测基准,https://arxiv.org/abs/2310.05036,evidence/52e2b9fee75314ad59dc.json
Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,"Lu, Pan",2023,Harness,工具调用与接口,https://arxiv.org/abs/2304.09842,evidence/99a0ac84fe8906f2c76b.json
Co-NavGPT: Multi-Robot Cooperative Visual Semantic Navigation Using Vision Language Models,"Yu, Bangguo",2023,Agent,具身智能体,https://arxiv.org/abs/2310.07937,evidence/daedbf0096c0f407f474.json
Collaborating with language models for embodied reasoning,"Dasgupta, Ishita",2023,Agent,科学与研究智能体,https://arxiv.org/abs/2302.00763,evidence/3d7f0a3529ddc8695566.json
"Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation","Abdelnabi, Sahar",2023,Harness,多代理协作编排,https://arxiv.org/abs/2309.17234,evidence/636701b2399d535623d6.json
D-Bot: Database Diagnosis System using Large Language Models,"Zhou, Xuanhe",2023,Agent,通用与多代理方法,https://arxiv.org/abs/2312.01454,evidence/4c4d8c4c821bd7edbf1a.json
Detecting Adversarial Directions in Deep Reinforcement Learning to Make Robust Decisions,Ezgi Korkmaz,2023,Environment,理论基础、配置与可复现性,https://proceedings.mlr.press/v202/korkmaz23a.html,evidence/9ee1d242bd4c81706473.json
Emergent autonomous scientific research capabilities of large language models,"Boiko, Daniil A.",2023,Agent,科学与研究智能体,https://arxiv.org/abs/2304.05332,evidence/2e4f03f37d5d51fbde07.json
Exchange-of-Thought: Enhancing Large Language Model Capabilities through Cross-Model Communication,"Yin, Zhangyue",2023,Harness,多代理协作编排,https://arxiv.org/abs/2312.01823,evidence/ca708b316a70d628a081.json
Flows: Building Blocks of Reasoning and Collaborating AI,"Josifoski, Martin",2023,Agent,科学与研究智能体,https://arxiv.org/abs/2308.01285,evidence/923da9fa1de51ca948e0.json
Fuzz4All: Universal Fuzzing with Large Language Models,"Xia, Chunqiu Steven",2023,Agent,软件工程与代码智能体,https://arxiv.org/abs/2308.04748,evidence/6fe1e34621d06c920996.json
GAIA-1: A Generative World Model for Autonomous Driving,"Hu, Anthony",2023,Environment,世界模型与模拟器,https://arxiv.org/abs/2309.17080,evidence/8258e3595e4d21554787.json
Gorilla: Large Language Model Connected with Massive APIs,"Patil, Shishir G.",2023,Harness,工具调用与接口,https://arxiv.org/abs/2305.15334,evidence/76de1ffe387103360be6.json
KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,"Yang, Chenyuan",2023,Agent,软件工程与代码智能体,https://arxiv.org/abs/2401.00563,evidence/9b9f98a1ea7bebf61fa8.json
L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,"Holt, Samuel",2023,Agent,网页、桌面与移动智能体,https://arxiv.org/abs/2310.02003,evidence/e7485fd6a73b8f256a75.json
Language Models Meet World Models: Embodied Experiences Enhance Language Models,"Xiang, Jiannan",2023,Environment,世界模型与模拟器,https://arxiv.org/abs/2305.10626,evidence/4d06383c68516f7deaf6.json
Minigrid & Miniworld: Modular & Customizable Reinforcement Learning Environments for Goal-Oriented Tasks,"Chevalier-Boisvert, Maxime",2023,Environment,具身、游戏与模拟环境,https://arxiv.org/abs/2306.13831,evidence/280a5096c7b0e6e04e18.json
Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,"Greshake, Kai",2023,Harness,安全、权限与执行验证,https://arxiv.org/abs/2302.12173,evidence/e8cc7f5045bc662c648b.json
ReWOO: Decoupling Reasoning from Observations for Efficient Augmented Language Models,"Xu, Binfeng",2023,Harness,框架与运行编排,https://arxiv.org/abs/2305.18323,evidence/81d404c991f5bc48b994.json
RestGPT: Connecting Large Language Models with Real-World RESTful APIs,"Song, Yifan",2023,Harness,工具调用与接口,https://arxiv.org/abs/2306.06624,evidence/e83aa292ed544c051146.json
Scalable Multi-Robot Collaboration with Large Language Models: Centralized or Decentralized Systems?,"Chen, Yongchao",2023,Agent,科学与研究智能体,https://arxiv.org/abs/2309.15943,evidence/f1128451874adf52ea03.json
Teaching Large Language Models to Self-Debug,"Chen, Xinyun",2023,Agent,软件工程与代码智能体,https://arxiv.org/abs/2304.05128,evidence/1043fe46babe6002ed6a.json
TidyBot: Personalized Robot Assistance with Large Language Models,"Wu, Jimmy",2023,Agent,具身智能体,https://arxiv.org/abs/2305.05658,evidence/b04eb203e6b0a4d4534e.json
Tree of Thoughts: Deliberate Problem Solving with Large Language Models,"Yao, Shunyu",2023,Harness,规划、搜索与反思,https://arxiv.org/abs/2305.10601,evidence/ba7b8013ee20dc8e3113.json
"MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning","Karpas, Ehud",2022,Harness,规划、搜索与反思,https://arxiv.org/abs/2205.00445,evidence/d92ad25c3ef43967e930.json
Measuring and Narrowing the Compositionality Gap in Language Models,"Press, Ofir",2022,Harness,规划、搜索与反思,https://arxiv.org/abs/2210.03350,evidence/c3814cc588886286b549.json
Asymmetric self-play for automatic goal discovery in robotic manipulation,"OpenAI, OpenAI",2021,Environment,环境生成与演化,https://arxiv.org/abs/2101.04882,evidence/b4c6cee67124885e4f25.json
Investigating vulnerabilities of deep neural policies,Ezgi Korkmaz,2021,Environment,理论基础、配置与可复现性,https://proceedings.mlr.press/v161/korkmaz21a.html,evidence/da2e35a003479120bf6f.json
SUNRISE: A Simple Unified Framework for Ensemble Learning in Deep Reinforcement Learning,Kimin Lee,2021,Environment,理论基础、配置与可复现性,https://proceedings.mlr.press/v139/lee21g.html,evidence/672c75eb2b466530de90.json
panda-gym: Open-source goal-conditioned environments for robotic learning,"Gallouédec, Quentin",2021,Environment,交互环境与评测基准,https://arxiv.org/abs/2106.13687,evidence/ac3a6771ddc3dbe7806b.json
CURL: Contrastive Unsupervised Representations for Reinforcement Learning,Michael Laskin,2020,Environment,理论基础、配置与可复现性,https://proceedings.mlr.press/v119/laskin20a.html,evidence/8212d2519bbc899ffd3d.json
Discount Factor as a Regularizer in Reinforcement Learning,Ron Amit,2020,Environment,理论基础、配置与可复现性,https://proceedings.mlr.press/v119/amit20a.html,evidence/de9f2eabf2553e19dcea.json
Enhanced POET: Open-Ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions,"Wang, Rui",2020,Environment,理论基础、配置与可复现性,https://arxiv.org/abs/2003.08536,evidence/075726fa69d3c0885dd0.json
Prioritized Level Replay,"Jiang, Minqi",2020,Environment,理论基础、配置与可复现性,https://arxiv.org/abs/2010.03934,evidence/2813922fc07b05786c7d.json
Room-Across-Room: Multilingual Vision-and-Language Navigation with Dense Spatiotemporal Grounding,Alexander Ku,2020,Environment,具身、游戏与模拟环境,https://aclanthology.org/2020.emnlp-main.356/,evidence/8863372f838821403688.json
Solving Rubik's Cube with a Robot Hand,OpenAI,2019,Environment,环境生成与演化,https://arxiv.org/abs/1910.07113,evidence/9190e7469fa8224bb0fa.json
DeepMind Control Suite,"Tassa, Yuval",2018,Environment,具身、游戏与模拟环境,https://arxiv.org/abs/1801.00690,evidence/4c50291abbfecaa24418.json
Vision-and-Language Navigation: Interpreting Visually-Grounded Navigation Instructions in Real Environments,"Anderson, Peter",2018,Environment,具身、游戏与模拟环境,https://openaccess.thecvf.com/content_cvpr_2018/html/Anderson_Vision-and-Language_Navigation_Interpreting_CVPR_2018_paper.html,evidence/e0201a8da35e8b32ce42.json
Robust Adversarial Reinforcement Learning,Lerrel Pinto,2017,Environment,理论基础、配置与可复现性,http://proceedings.mlr.press/v70/pinto17a.html,evidence/142a62dc3f80c6f84c1b.json
Deep Reinforcement Learning with Double Q-learning,"van Hasselt, Hado",2015,Environment,理论基础、配置与可复现性,https://arxiv.org/abs/1509.06461,evidence/f88375f30613181ae244.json
Self-Refine: Iterative Refinement with Self-Feedback,"Madaan, Aman",2023,Harness,规划、搜索与反思,https://arxiv.org/abs/2303.17651,evidence/5ef9bdcc0ba68615d547.json
AReaL: A Large-Scale Asynchronous Reinforcement Learning System for Language Reasoning,"Fu, Wei",2025,Harness,训练与反馈基础设施,https://arxiv.org/abs/2505.24298,evidence/88a24475a5562d8c7686.json
Are More LLM Calls All You Need? Towards Scaling Laws of Compound Inference Systems,"Chen, Lingjiao",2024,Agent,通用与多代理方法,https://arxiv.org/abs/2403.02419,evidence/5dc66913a033e0d173c6.json
HybridFlow: A Flexible and Efficient RLHF Framework,"Sheng, Guangming",2024,Harness,训练与反馈基础设施,https://arxiv.org/abs/2409.19256,evidence/e08180f4cd26dee65831.json
Retrieval Augmented Generation or Long-Context LLMs? A Comprehensive Study and Hybrid Approach,"Li, Zhuowan",2024,Harness,记忆与上下文,https://arxiv.org/abs/2407.16833,evidence/cbac1342b93e47c9dee2.json
Training Language Models to Self-Correct via Reinforcement Learning,"Kumar, Aviral",2024,Harness,规划、搜索与反思,https://arxiv.org/abs/2409.12917,evidence/8b89f21a7140cf50f31f.json
Large Language Models for Automated Open-domain Scientific Hypotheses Discovery,"Yang, Zonglin",2023,Agent,科学与研究智能体,https://arxiv.org/abs/2309.02726,evidence/4fca3c52f9af746c82aa.json
Lost in the Middle: How Language Models Use Long Contexts,"Liu, Nelson F.",2023,Harness,记忆与上下文,https://arxiv.org/abs/2307.03172,evidence/6ee83218472b4aa1478e.json
Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models,"Wang, Lei",2023,Harness,规划、搜索与反思,https://arxiv.org/abs/2305.04091,evidence/310e25743a23864213a0.json
Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"Wei, Jason",2022,Harness,规划、搜索与反思,https://arxiv.org/abs/2201.11903,evidence/7d42a191f4b30946c036.json
Ignore Previous Prompt: Attack Techniques For Language Models,"Perez, Fábio",2022,Harness,安全、权限与执行验证,https://arxiv.org/abs/2211.09527,evidence/baa6388bfd1ca8ac03f8.json
Large Language Models are Zero-Shot Reasoners,"Kojima, Takeshi",2022,Harness,规划、搜索与反思,https://arxiv.org/abs/2205.11916,evidence/b693b7aca61347ea2c4d.json
Self-Consistency Improves Chain of Thought Reasoning in Language Models,"Wang, Xuezhi",2022,Harness,规划、搜索与反思,https://arxiv.org/abs/2203.11171,evidence/81253798e4e555d94f56.json
