id,title,first_author,authors,year,primary_area,subcategory,discovery_topics,venue_from_source,journal_reference_from_source,arxiv_id,doi,opened_url,verification_status,review_decision,review_note,review_level,full_text_review,opened_at_utc,evidence_json,discovery_urls,metadata_correction_note
P0209,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,"Zheng, Lifan","Zheng, Lifan | Chen, Jiawei | Yin, Qinghong | Zhang, Jingyuan | Zeng, Xinyi | Tian, Yu",2025,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2511.10400,,https://arxiv.org/abs/2511.10400,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:52.597294+00:00,evidence/42e1eddf4658aa4c3521.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0210,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,"Yang, Yongjin","Yang, Yongjin | Yi, Euiin | Ko, Jongwoo | Lee, Kimin | Jin, Zhijing | Yun, Se-Young",2025,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2505.22960,,https://arxiv.org/abs/2505.22960,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:16.853773+00:00,evidence/85a4c027e69a88cfafd3.json,https://github.com/NeuraLiying/Awesome-Agent-Harnesses,
P0211,SAGA: A Security Architecture for Governing AI Agentic Systems,"Syros, Georgios","Syros, Georgios | Suri, Anshuman | Ginesin, Jacob | Nita-Rotaru, Cristina | Oprea, Alina",2025,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2504.21034,,https://arxiv.org/abs/2504.21034,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:51.291642+00:00,evidence/f7c7d574074a0a5daeb6.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0212,Why Do Multi-Agent LLM Systems Fail?,"Cemri, Mert","Cemri, Mert | Pan, Melissa Z. | Yang, Shuyi | Agrawal, Lakshya A. | Chopra, Bhavya | Tiwari, Rishabh | Keutzer, Kurt | Parameswaran, Aditya | Klein, Dan | Ramchandran, Kannan | Zaharia, Matei | Gonzalez, Joseph E. | Stoica, Ion",2025,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2503.13657,,https://arxiv.org/abs/2503.13657,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:17.500759+00:00,evidence/203f8bedb4cfe6c0809c.json,https://github.com/NeuraLiying/Awesome-Agent-Harnesses | https://github.com/luo-junyu/Awesome-Agent-Papers,
P0213,Language Agents as Optimizable Graphs,"Zhuge, Mingchen","Zhuge, Mingchen | Wang, Wenyi | Kirsch, Louis | Faccio, Francesco | Khizbullin, Dmitrii | Schmidhuber, Jürgen",2024,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2402.16823,,https://arxiv.org/abs/2402.16823,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:27.751631+00:00,evidence/43eefb5b22ee0e8f8798.json,https://github.com/FudanSELab/Agent4SE-Paper-List | https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0214,MACM: Utilizing a Multi-Agent System for Condition Mining in Solving Complex Mathematical Problems,"Lei, Bin","Lei, Bin | Zhang, Yi | Zuo, Shan | Payani, Ali | Ding, Caiwen",2024,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2404.04735,,https://arxiv.org/abs/2404.04735,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:15.578293+00:00,evidence/bd6375b5899515399f86.json,https://github.com/NeuraLiying/Awesome-Agent-Harnesses,
P0215,Mixture-of-Agents Enhances Large Language Model Capabilities,"Wang, Junlin","Wang, Junlin | Wang, Jue | Athiwaratkun, Ben | Zhang, Ce | Zou, James",2024,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2406.04692,,https://arxiv.org/abs/2406.04692,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:53.969856+00:00,evidence/99d984cf631bc7e7805d.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0216,More Agents Is All You Need,"Li, Junyou","Li, Junyou | Zhang, Qin | Yu, Yangbin | Fu, Qiang | Ye, Deheng",2024,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2402.05120,,https://arxiv.org/abs/2402.05120,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:16.199957+00:00,evidence/1ff76467554ca20fb5a0.json,https://github.com/NeuraLiying/Awesome-Agent-Harnesses,
P0217,Scaling Large Language Model-based Multi-Agent Collaboration,"Qian, Chen","Qian, Chen | Xie, Zihao | Wang, YiFei | Liu, Wei | Zhu, Kunlun | Xia, Hanchen | Dang, Yufan | Du, Zhuoyun | Chen, Weize | Yang, Cheng | Liu, Zhiyuan | Sun, Maosong",2024,Harness,多代理协作编排,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2406.07155,,https://arxiv.org/abs/2406.07155,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:28.337245+00:00,evidence/a020875d80ea44e710a0.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0218,A Dynamic LLM-Powered Agent Network for Task-Oriented Agent Collaboration,"Liu, Zijun","Liu, Zijun | Zhang, Yanzhe | Li, Peng | Liu, Yang | Yang, Diyi",2023,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2310.02170,,https://arxiv.org/abs/2310.02170,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:22.483329+00:00,evidence/85ccbfad9eb97c059fca.json,https://github.com/FudanSELab/Agent4SE-Paper-List | https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0219,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,"Wu, Qingyun","Wu, Qingyun | Bansal, Gagan | Zhang, Jieyu | Wu, Yiran | Li, Beibin | Zhu, Erkang | Jiang, Li | Zhang, Xiaoyun | Zhang, Shaokun | Liu, Jiale | Awadallah, Ahmed Hassan | White, Ryen W | Burger, Doug | Wang, Chi",2023,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2308.08155,,https://arxiv.org/abs/2308.08155,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:13.745336+00:00,evidence/ec7ede4a4fcf606e52b9.json,https://github.com/FudanSELab/Agent4SE-Paper-List | https://github.com/NeuraLiying/Awesome-Agent-Harnesses,
P0220,Building Cooperative Embodied Agents Modularly with Large Language Models,"Zhang, Hongxin","Zhang, Hongxin | Du, Weihua | Shan, Jiaming | Zhou, Qinhong | Du, Yilun | Tenenbaum, Joshua B. | Shu, Tianmin | Gan, Chuang",2023,Harness,多代理协作编排,embodied_llm_agents | multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2307.02485,,https://arxiv.org/abs/2307.02485,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:21.249566+00:00,evidence/073b6a7af3de74085c80.json,https://github.com/js-lee-AI/awesome-llm-agent-papers | https://github.com/taichengguo/LLM_MultiAgents_Survey_Papers,
P0221,ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,"Chan, Chi-Min","Chan, Chi-Min | Chen, Weize | Su, Yusheng | Yu, Jianxuan | Xue, Wei | Zhang, Shanghang | Fu, Jie | Liu, Zhiyuan",2023,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2308.07201,,https://arxiv.org/abs/2308.07201,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:14.283549+00:00,evidence/2864889299657e470772.json,https://github.com/NeuraLiying/Awesome-Agent-Harnesses | https://github.com/taichengguo/LLM_MultiAgents_Survey_Papers,
P0222,Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate,"Liang, Tian","Liang, Tian | He, Zhiwei | Jiao, Wenxiang | Wang, Xing | Wang, Yan | Wang, Rui | Yang, Yujiu | Shi, Shuming | Tu, Zhaopeng",2023,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2305.19118,,https://arxiv.org/abs/2305.19118,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:20.654709+00:00,evidence/8e94725877ffa4f566d2.json,https://github.com/js-lee-AI/awesome-llm-agent-papers | https://github.com/taichengguo/LLM_MultiAgents_Survey_Papers,
P0223,Improving Factuality and Reasoning in Language Models through Multiagent Debate,"Du, Yilun","Du, Yilun | Li, Shuang | Torralba, Antonio | Tenenbaum, Joshua B. | Mordatch, Igor",2023,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2305.14325,,https://arxiv.org/abs/2305.14325,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:14.913349+00:00,evidence/992190a4815d67ed6308.json,https://github.com/NeuraLiying/Awesome-Agent-Harnesses | https://github.com/taichengguo/LLM_MultiAgents_Survey_Papers,
P0224,Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,"Wang, Zhenhailong","Wang, Zhenhailong | Mao, Shaoguang | Wu, Wenshan | Ge, Tao | Wei, Furu | Ji, Heng",2023,Harness,多代理协作编排,multi_agent_coordination | multi_agent_interaction,arXiv (preprint repository; acceptance not inferred),,2307.05300,,https://arxiv.org/abs/2307.05300,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:24.435118+00:00,evidence/1957317d79fc8fb231b8.json,https://github.com/js-lee-AI/awesome-llm-agent-papers | https://github.com/taichengguo/LLM_MultiAgents_Survey_Papers,
P0225,ARGUS: Defending LLM Agents Against Context-Aware Prompt Injection,"Weng, Shihao","Weng, Shihao | Feng, Yang | Zhang, Jinrui | Xie, Xiaofei | Yu, Jiongchi | Liu, Jia",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2605.03378,,https://arxiv.org/abs/2605.03378,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:54.448021+00:00,evidence/a335ffe2b021b63bb236.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0226,Agent Against Agent: An Agentic System for Automatic Prompt Injection Red Teaming,"Wang, Yanting","Wang, Yanting | Yin, Chenlong | Geng, Runpeng | Jia, Jinyuan",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2608.05108,,https://arxiv.org/abs/2608.05108,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:57.037263+00:00,evidence/d53324569a1e8b80c8df.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0227,AgentSys: Secure and Dynamic LLM Agents Through Explicit Hierarchical Memory Management,"Wen, Ruoyao","Wen, Ruoyao | Li, Hao | Xiao, Chaowei | Zhang, Ning",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2602.07398,,https://arxiv.org/abs/2602.07398,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:35.032041+00:00,evidence/174dab9e5636ef866b8b.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0228,Defense Against Indirect Prompt Injection via Tool Result Parsing,"Yu, Qiang","Yu, Qiang | Cheng, Xinran | Liu, Chuanyi",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2601.04795,,https://arxiv.org/abs/2601.04795,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:55.743275+00:00,evidence/a1ae1311901bfe5b26a7.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0229,ICON: Indirect Prompt Injection Defense for Agents based on Inference-Time Correction,"Wang, Che","Wang, Che | Zhang, Fuyao | Zhang, Jiaming | Zhang, Ziqi | Wang, Yinghui | Huang, Longtao | Gao, Jianbo | Chen, Zhong | Lim, Wei Yang Bryan",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2602.20708,,https://arxiv.org/abs/2602.20708,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:56.395617+00:00,evidence/29884f3078d8d3f7c6fb.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0230,Prismata: Confining Cross-Site Prompt Injection in Web Agents,"Villa, Corban","Villa, Corban | Ozdarendeli, Alp Eren | Tan, Sijun | Popa, Raluca Ada",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2607.08147,,https://arxiv.org/abs/2607.08147,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:55.107544+00:00,evidence/73f4369d7b7a22cc43e2.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0231,"Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP, A2A, Agora, and ANP","Anbiaee, Zeynab","Anbiaee, Zeynab | Rabbani, Mahdi | Mirani, Mansur | Piya, Gunjan | Opushnyev, Igor | Ghorbani, Ali | Dadkhah, Sajjad",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2602.11327,,https://arxiv.org/abs/2602.11327,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:37.103387+00:00,evidence/7e4ccde233be47d6b083.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0232,The Landscape of Prompt Injection Threats in LLM Agents: From Taxonomy to Analysis,"Wang, Peiran","Wang, Peiran | Li, Xinfeng | Xiang, Chong | Zhang, Jinghuai | Li, Ying | Zhang, Lixia | Wang, Xiaofeng | Tian, Yuan",2026,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2602.10453,,https://arxiv.org/abs/2602.10453,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:53.812051+00:00,evidence/7bae981a1e66117f2b23.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0233,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,"Su, Hang","Su, Hang | Luo, Jun | Liu, Chang | Yang, Xiao | Zhang, Yichi | Dong, Yinpeng | Zhu, Jun",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2506.23844,,https://arxiv.org/abs/2506.23844,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:40.065709+00:00,evidence/9f8dc54a3168a90a54eb.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0234,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,"Yu, Miao","Yu, Miao | Meng, Fanci | Zhou, Xinyun | Wang, Shilong | Mao, Junyuan | Pang, Linsey | Chen, Tianlong | Wang, Kun | Li, Xinfeng | Zhang, Yongfeng | An, Bo | Wen, Qingsong",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2503.09648,,https://arxiv.org/abs/2503.09648,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:38.766740+00:00,evidence/5855c31a681ca55f6640.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0235,"A survey of agent interoperability protocols: Model Context Protocol (MCP), Agent Communication Protocol (ACP), Agent-to-Agent Protocol (A2A), and Agent Network Protocol (ANP)","Ehtesham, Abul","Ehtesham, Abul | Singh, Aditi | Gupta, Gaurav Kumar | Kumar, Saket",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2505.02279,,https://arxiv.org/abs/2505.02279,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:40.241461+00:00,evidence/c0e4a39f3f119835c9d7.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0236,AgentBound: Securing Execution Boundaries of AI Agents,"Bühler, Christoph","Bühler, Christoph | Biagiola, Matteo | Di Grazia, Luca | Salvaneschi, Guido",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),Proceedings of the 34th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering (FSE). 2026,2510.21236,10.1145/3808103,https://arxiv.org/abs/2510.21236,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:33.808298+00:00,evidence/33436046d7f5014cb0e5.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0237,AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents,"Wang, Haoyu","Wang, Haoyu | Poskitt, Christopher M. | Sun, Jun",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),"Proc. ICSE'26, pages 2938-2950. ACM, 2026",2503.18666,10.1145/3744916.3764546,https://arxiv.org/abs/2503.18666,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:34.373896+00:00,evidence/dbb3325cd2b667f003a0.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0238,Design Patterns for Securing LLM Agents against Prompt Injections,"Beurer-Kellner, Luca","Beurer-Kellner, Luca | Buesser, Beat | Creţu, Ana-Maria | Debenedetti, Edoardo | Dobos, Daniel | Fabian, Daniel | Fischer, Marc | Froelicher, David | Grosse, Kathrin | Naeff, Daniel | Ozoani, Ezinwanne | Paverd, Andrew | Tramèr, Florian | Volhejn, Václav",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2506.08837,,https://arxiv.org/abs/2506.08837,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:53.148294+00:00,evidence/ce553e6f2c0308e0ac56.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0239,PALADIN: Self-Correcting Language Model Agents to Cure Tool-Failure Cases,"Vuddanti, Sri Vatsa","Vuddanti, Sri Vatsa | Shah, Aarav | Chittiprolu, Satwik Kumar | Song, Tony | Dev, Sunishchal | Zhu, Kevin | Chaudhary, Maheep",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2509.25238,,https://arxiv.org/abs/2509.25238,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:33.098849+00:00,evidence/573113a4342e659922bc.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0240,Prompt Injection Attack to Tool Selection in LLM Agents,"Shi, Jiawen","Shi, Jiawen | Yuan, Zenghui | Tie, Guiyao | Zhou, Pan | Gong, Neil Zhenqiang | Sun, Lichao",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2504.19793,,https://arxiv.org/abs/2504.19793,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:31.177003+00:00,evidence/be9b0e76ebb9797518cb.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0241,SHIELDA: Structured Handling of Exceptions in LLM-Driven Agentic Workflows,"Zhou, Jingwen","Zhou, Jingwen | Chen, Jieshan | Lu, Qinghua | Zhao, Dehai | Zhu, Liming",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2508.07935,,https://arxiv.org/abs/2508.07935,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:32.483648+00:00,evidence/e197d6bf847433ea47cc.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0242,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,"Evtimov, Ivan","Evtimov, Ivan | Zharmagambetov, Arman | Grattafiori, Aaron | Guo, Chuan | Chaudhuri, Kamalika",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2504.18575,,https://arxiv.org/abs/2504.18575,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:30.459855+00:00,evidence/cc96fe094770c2d5015b.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0243,Your Agent May Misevolve: Emergent Risks in Self-evolving LLM Agents,"Shao, Shuai","Shao, Shuai | Ren, Qihan | Qian, Chen | Wei, Boyi | Guo, Dadi | Yang, Jingyi | Song, Xinhao | Zhang, Linfeng | Zhang, Weinan | Liu, Dongrui | Shao, Jing",2025,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2509.26354,,https://arxiv.org/abs/2509.26354,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:36.336318+00:00,evidence/0c31f98fd89eb96b1f4d.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0244,AI Agents That Matter,"Kapoor, Sayash","Kapoor, Sayash | Stroebl, Benedikt | Siegel, Zachary S. | Nadgir, Nitya | Narayanan, Arvind",2024,Harness,安全、权限与执行验证,security_permissions_and_verification,arXiv (preprint repository; acceptance not inferred),,2407.01502,,https://arxiv.org/abs/2407.01502,verified_metadata,keep_relevant,摘要讨论代理工具、外部信息、记忆或执行中的攻击、防御、权限与验证，与运行边界相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:34.832491+00:00,evidence/be1cda1eeb93c4008c3c.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
